season,event,team,player,games_played,wins,loses,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,damage,damage/min,kill_participation,kill_share,gold_share
12,Main,Cloud9,Berserker,6,1,5,16.7,1.33,2,2.67,2,240.17,8.83,10.3,378,10700,392,60,20,23.6
12,Main,Cloud9,Blaber,6,1,5,16.7,1,3.17,4.33,1.68,148.17,5.45,8.3,305,6900,254,80,15,19.1
12,Main,Cloud9,Fudge,6,1,5,16.7,0.83,2.17,2.5,1.54,212.67,7.82,9,332,9500,348,50,12.5,20.7
12,Main,Cloud9,Jensen,6,1,5,16.7,2.67,2.83,2.17,1.71,220.5,8.11,10,366,16700,615,72.5,40,22.9
12,Main,Cloud9,Zven,6,1,5,16.7,0.83,4.5,3,0.85,25.5,0.94,6,220,4000,148,57.5,12.5,13.7
12,Main,CTBC_Flying_Oyster,Gemini,6,1,5,16.7,1.33,4.5,4.5,1.3,143.17,4.52,8.9,280,6900,218,72.9,16.7,16.5
12,Main,CTBC_Flying_Oyster,Koala,6,1,5,16.7,0.83,4.83,4.17,1.03,37.33,1.18,7.4,235,5100,161,62.5,10.4,13.9
12,Main,CTBC_Flying_Oyster,Mission,6,1,5,16.7,1.5,3.33,3.67,1.55,300,9.46,13.1,413,20100,634,64.6,18.8,24.4
12,Main,CTBC_Flying_Oyster,Rest,6,1,5,16.7,1.17,3,2.33,1.17,257.33,8.12,11.2,353,13000,409,43.8,14.6,20.9
12,Main,CTBC_Flying_Oyster,Shunn,5,1,4,20,3.2,3.8,2.2,1.42,280.2,8.84,13.2,416,13200,417,62.8,37.2,24.5
12,Main,CTBC_Flying_Oyster,Atlen,1,0,1,0,3,5,2,1,251,7.9,12.8,402,5200,163,100,60,24
12,Main,DRX,BeryL,21,14,7,66.7,0.76,2.24,8,3.91,34.62,1,8.6,250,10200,295,66.7,5.8,13.7
12,Main,DRX,Deft,21,14,7,66.7,3.14,1.76,4.62,4.41,326.57,9.47,15.1,437,20000,581,59.1,23.9,24
12,Main,DRX,Kingen,21,14,7,66.7,2.71,2.19,5.05,3.54,253.95,7.37,12.8,371,16300,473,59.1,20.7,20.4
12,Main,DRX,Zeka,21,14,7,66.7,4,1.57,4.1,5.15,322.62,9.36,14.9,431,16600,481,61.6,30.4,23.7
12,Main,DRX,Pyosik,20,14,6,70,2.5,1.65,6.55,5.48,187.75,5.46,11.5,335,10900,317,68,18.8,18.3
12,Main,DRX,Juhan,1,0,1,0,3,4,6,2.25,165,4.56,10.7,297,12900,357,90,30,18.3
12,Main,DWG_KIA,Canyon,12,7,5,58.3,3.42,2.67,6.75,3.81,176.67,5.59,11.3,358,13300,421,70.1,23.6,19.5
12,Main,DWG_KIA,deokdam,12,7,5,58.3,4.5,1.92,5.42,5.17,280.08,8.86,14.1,447,18600,587,68.4,31,24.4
12,Main,DWG_KIA,Kellin,12,7,5,58.3,0.67,2.08,10.25,5.24,16.42,0.52,7.6,241,5400,170,75.3,4.6,13.2
12,Main,DWG_KIA,Nuguri,12,7,5,58.3,2.5,2.92,4.25,2.31,247.5,7.83,12.2,386,15700,496,46.6,17.2,21
12,Main,DWG_KIA,ShowMaker,12,7,5,58.3,3.42,1.5,5.75,6.11,260.25,8.23,12.7,403,20000,633,63.2,23.6,22
12,Main,EDward_Gaming,Flandre,11,6,5,54.5,2.09,1.82,4.18,3.45,272.45,8.14,12.7,380,16600,495,47.9,16,21.2
12,Main,EDward_Gaming,JieJie,11,6,5,54.5,1.73,2.64,7.82,3.62,183.27,5.48,11,327,10900,327,72.9,13.2,18.3
12,Main,EDward_Gaming,Meiko,11,6,5,54.5,0.91,2.64,8.64,3.62,26.27,0.78,7.9,236,5400,162,72.9,6.9,13.2
12,Main,EDward_Gaming,Scout,11,6,5,54.5,4.18,2.27,4.09,3.64,272.45,8.14,13.6,406,23200,694,63.2,31.9,22.7
12,Main,EDward_Gaming,Viper,11,6,5,54.5,4.18,1.82,5.27,5.2,321.91,9.62,14.8,441,21400,640,72.2,31.9,24.6
12,Main,Evil_Geniuses_2e-NA,Impact,6,1,5,16.7,1.33,3.17,3.67,1.58,202.5,7.04,9.5,332,12500,436,56.6,15.1,20
12,Main,Evil_Geniuses_2e-NA,Inspired,6,1,5,16.7,2.17,2.33,4,2.64,183.5,6.38,9.8,342,9700,336,69.8,24.5,20.6
12,Main,Evil_Geniuses_2e-NA,jojopyun,6,1,5,16.7,1.33,3.83,2.67,1.04,221.67,7.71,10,348,13000,452,45.3,15.1,20.9
12,Main,Evil_Geniuses_2e-NA,Kaori,6,1,5,16.7,3.83,3,2.17,2,256.67,8.92,12.2,423,15700,546,67.9,43.4,25.5
12,Main,Evil_Geniuses_2e-NA,Vulcan,6,1,5,16.7,0.17,3.67,6.33,1.77,21.83,0.76,6.2,215,4500,155,73.6,1.9,13
12,Main,Fnatic,Humanoid,6,2,4,33.3,3.17,2.67,2.83,2.25,297.67,9.66,12.9,419,20900,678,63.2,33.3,24.8
12,Main,Fnatic,Hylissang,6,2,4,33.3,0.17,4.17,7.17,1.76,21.33,0.69,6.8,219,4900,159,77.2,1.8,13
12,Main,Fnatic,Razork,6,2,4,33.3,1.5,2.67,5.17,2.5,155.17,5.03,9.2,299,10000,324,70.2,15.8,17.7
12,Main,Fnatic,Upset,6,2,4,33.3,3.33,1.33,3,4.75,299.5,9.72,13.1,424,15000,486,66.7,35.1,25.1
12,Main,Fnatic,Wunder,6,2,4,33.3,1.33,3,4.17,1.83,221,7.17,10.1,327,11200,362,57.9,14,19.4
12,Main,G2_Esports,BrokenBlade,6,1,5,16.7,2.67,2.83,2.5,1.82,216,7.17,10.4,347,14200,470,56.4,29.1,21.2
